634979681730000000,282,1128.80032718,0.631862826999001
634979851200000000,282,753.609705136,0.600599821890076
634979932040000000,64,753.609705136,0.583626402860283
634980548490000000,371,753.609705136,0.540068625078165
634980676200000000,371,703.178797609,0.511284089997652
634981410530000000,321,703.178797609,0.507100860277505
634981603200000000,321,669.581476845,0.497372759504411
634982311800000000,321,698.750367511,0.496274979037715
634982524350000000,51,698.750367511,0.471637044982215
634982932100000000,102,698.750367511,0.461758654410082
634983159600000000,102,374.160980141,0.470869788603391
634983164810000000,406,374.160980141,0.350862791141227
634984161000000000,406,410.418231209,0.272955776259797
634984634830000000,696,410.418231209,0.12816062758307
634985053800000000,696,19.8778448463,-0.103841245656226
634985585860000000,392,19.8778448463,-0.152175537813876
634985586000000000,392,716.501697282,-0.131266568705709
634986455400000000,392,456.699730943,-0.137760509569492
634986469740000000,441,456.699730943,-0.145194131386455
634987296600000000,441,1081.40211657,-0.0755523784860883
634987303230000000,480,1081.40211657,-0.00829186419113329
634988158490000000,531,1081.40211657,0.059405511890311
634988492400000000,531,378.457967659,0.0306176464643117
634989105600000000,531,339.419006215,0.00082649162365879
634989118690000000,318,339.419006215,-0.000412782983997081
634989880230000000,559,339.419006215,-0.0284870474093443
634990229400000000,559,268.659920373,-0.0609659747601513
634990755600000000,559,480.093235204,-0.0677587511623812
634990769220000000,506,480.093235204,-0.0727267631398329
634991658000000000,506,328.582536373,-0.0882938043105694
634992540000000000,506,521.263555637,-0.0891428194065207
634992550950000000,341,521.263555637,-0.0890929991467359
634993309410000000,479,521.263555637,-0.0898241988741052
634993597200000000,479,749.324829124,-0.0769934445532189
634994227270000000,437,749.324829124,-0.0689360014818204
634994227800000000,437,352.430746244,-0.0754779420862706
634995181200000000,437,284.176765072,-0.0835815932652433
634995442960000000,181,284.176765072,-0.063025278543894
634995946200000000,181,512.352514689,-0.0608197896372688
634996210830000000,445,512.352514689,-0.0615210568882246
634997446800000000,445,761.791930428,-0.0523009496179611
634997833040000000,362,761.791930428,-0.0512464896601432
634997960400000000,362,407.397670998,-0.0515306713916956
634998099930000000,153,407.397670998,-0.0400426570304244
634998810870000000,308,407.397670998,-0.0377138139628248
634998816000000000,308,555.363116533,-0.0380200843332098
634999592380000000,408,555.363116533,-0.037523977079682
634999789800000000,408,666.821548655,-0.034399002239033
635000533840000000,213,666.821548655,-0.04109186674205
635000534400000000,213,900.683541671,-0.0589453047803875
635001669600000000,213,813.156742468,-0.0715343832006932
635003040560000000,365,813.156742468,-0.068817488238726
635003046000000000,365,7.01683134317,-0.070514200687023
635003524800000000,365,590.300259948,-0.0701713221628618
635003984600000000,167,590.300259948,-0.072227456759241
635004175230000000,164,590.300259948,-0.074209227420911
635004351600000000,164,323.706645584,-0.0592524988536772
635004986400000000,164,417.794351593,-0.05098298557164
635006128800000000,164,12.2791132887,-0.018832783926015
635006342110000000,325,12.2791132887,-0.017327898592394
635006350200000000,325,214.531810036,-0.0165908164979569
635007133200000000,325,33.7271502842,-0.0153559221591944
635007147260000000,185,33.7271502842,0.00657094165658905
635009388000000000,185,100.228479469,0.0240431744653839
635009724000000000,185,594.904786347,0.0200030034346065
635009732950000000,450,594.904786347,0.0233188643395572
635010536800000000,512,594.904786347,0.0280292530362774
635010855600000000,512,363.185889743,0.0200685618902916
635011374390000000,555,363.185889743,0.0106712285609004
635011708200000000,555,558.80646664,0.014088700990707
635012293650000000,502,558.80646664,0.0165899121480876
635012392200000000,502,527.317186458,0.0175563857256155
635013166950000000,545,527.317186458,0.0186988346531944
635013496800000000,545,228.917829534,0.00317823213404365
635014365000000000,545,25.5070298205,-0.0221476569051187
635018267400000000,545,3.17151860869,-0.0466118429244937
635018389800000000,545,347.35682049,-0.0532436195950491
635018392310000000,568,347.35682049,-0.0603060629467174
635019206870000000,421,347.35682049,-0.0624377503553523
635019460200000000,421,486.62238046,-0.0623445033044948
635020262730000000,99,486.62238046,-0.0616775238256356
635020323000000000,99,377.412502403,-0.0540879021304606
635020971620000000,347,377.412502403,-0.0539122734924452
635020972200000000,347,473.098020413,-0.0539014187252808
635021723980000000,539,473.098020413,-0.0539318645294506
635021842200000000,539,270.267387774,-0.0629032507126418
635029183800000000,539,304.819980425,-0.0700582243011097
635029647600000000,539,457.786539889,-0.0704806131345379
635029657760000000,348,457.786539889,-0.0704219962955791
635030795400000000,348,189.259939559,-0.0691657672539297
635031342600000000,348,672.534642123,-0.0695004097952494
